feature,importance,signed_value
cat__cwe_CWE-787,0.05539074593142982,-0.05539074593142982
num__string_api_count,0.05511870720715526,0.05511870720715526
cat__cwe_CWE-212,0.05505506443037513,0.05505506443037513
num__retrieval_top_pos_score_max,0.05367804578969509,-0.05367804578969509
num__balanced_grouped_no_label_bc_prompt_tokens,0.052124353518589496,0.052124353518589496
cat__cwe_CWE-125,0.051791761594500045,-0.051791761594500045
cat__project_zlib,0.05112620509114656,-0.05112620509114656
cat__project_newsbeuter,0.050727816156885534,-0.050727816156885534
num__null_keyword_count,0.04937614554591546,0.04937614554591546
cat__project_mongo,0.04914098237107734,0.04914098237107734
cat__project_linux,0.04864323600722417,-0.04864323600722417
cat__project_libssh,0.04825001064926972,-0.04825001064926972
num__retrieval_pos_neg_margin_max,0.04797419637675918,0.04797419637675918
cat__project_rsyslog,0.047857548985597735,0.047857548985597735
cat__retrieval_top1_evidence_role_fixed_changed,0.04504132159153705,0.04504132159153705
cat__project_libjxl,0.044940233093206855,-0.044940233093206855
cat__project_crun,0.044919862360494875,0.044919862360494875
cat__project_linux-2.6,0.04489928387446414,0.04489928387446414
cat__project_php-src,0.04242244049587731,-0.04242244049587731
cat__cwe_CWE-288,0.04242014370239743,-0.04242014370239743
cat__project_hermes,0.04206632165870298,0.04206632165870298
cat__project_firejail,0.041839873939478044,-0.041839873939478044
num__lifecycle_keyword_count,0.04148582996616471,0.04148582996616471
cat__project_tmate-ssh-server,0.04087854956211502,-0.04087854956211502
cat__project_spice,0.039798757598962294,0.039798757598962294
cat__cwe_CWE-59,0.037679655093562456,-0.037679655093562456
cat__project_grep,0.03584010415145304,0.03584010415145304
cat__project_v4l2loopback,0.03244064272750931,-0.03244064272750931
cat__cwe_CWE-134,0.03244064272750931,-0.03244064272750931
num__retrieval_role_count_fixed_changed,0.03035422393532322,-0.03035422393532322
cat__cwe_CWE-119,0.03031181507774465,0.03031181507774465
cat__project_evolution-data-server,0.030066439480245163,-0.030066439480245163
cat__project_squirrel,0.02974248805996112,-0.02974248805996112
num__macro_count,0.02895512352670847,0.02895512352670847
cat__project_vim,0.028014291770397944,0.028014291770397944
cat__project_nettle,0.02782397418602583,-0.02782397418602583
cat__project_MilkyTracker,0.02734984782295897,0.02734984782295897
cat__project_admesh,0.02729937000204892,-0.02729937000204892
num__bounds_keyword_count,0.023442366280372936,0.023442366280372936
num__retrieval_num_index_matches,0.022381253073460092,-0.022381253073460092
num__author_no_yes_message_chars,0.021620347579457227,0.021620347579457227
num__zero_shot_message_chars,0.021620347579457227,0.021620347579457227
num__char_len,0.021620347579457227,0.021620347579457227
num__yes_only_message_chars,0.021620347579457227,0.021620347579457227
num__no_only_message_chars,0.021620347579457227,0.021620347579457227
cat__project_mruby,0.020951967236615566,0.020951967236615566
cat__project_glewlwyd,0.02079555516927567,-0.02079555516927567
cat__cwe_CWE-908,0.020258058073138692,0.020258058073138692
num__method_yes_count,0.019681268710677203,0.019681268710677203
cat__project_nbdkit,0.019149322125954427,0.019149322125954427
cat__cwe_CWE-924,0.019149322125954427,0.019149322125954427
cat__project_libarchive,0.01855283278194675,0.01855283278194675
cat__project_libtpms,0.017553992479018454,0.017553992479018454
cat__cwe_CWE-704,0.013530987763172082,-0.013530987763172082
cat__project_libvirt,0.0133709587571746,-0.0133709587571746
cat__retrieval_top1_evidence_role_missing,0.012667012022662356,-0.012667012022662356
num__method_no_count,0.010072596055449703,-0.010072596055449703
num__method_yes_rate,0.010072596055449492,0.010072596055449492
num__retrieval_pos_neg_margin_mean,0.009317471870674004,-0.009317471870674004
cat__cwe_CWE-276,0.00865372889241565,0.00865372889241565
cat__project_unicorn,0.0063627658337531345,0.0063627658337531345
cat__project_open62541,0.004314142329110605,-0.004314142329110605
num__retrieval_unknown_evidence_count,0.0037865479499283954,0.0037865479499283954
num__retrieval_role_count_vulnerable_context,0.0037865479499283954,0.0037865479499283954
cat__cwe_CWE-703,0.002762002063875591,-0.002762002063875591
num__retrieval_role_count_safe_background,0.00223271490345217,-0.00223271490345217
num__retrieval_positive_evidence_count,0.0021490875326057343,0.0021490875326057343
num__retrieval_role_count_vulnerable_changed,0.0021490875326057343,0.0021490875326057343
cat__project_lsquic,0.0019392428134242519,0.0019392428134242519
num__author_no_yes_pred,0.0015671970449633098,0.0015671970449633098
num__retrieval_same_cwe_match_count,0.0,0.0
num__retrieval_role_count_unknown,0.0,0.0
